2018-03-23 15:08:50.497048	data	scale0	-2.7 g	8441036
2018-03-23 15:08:50.502962	data	scale0	22.1 g	8388614
2018-03-23 15:08:54.171503	data	scale0	-8.3 g	8388607
2018-03-23 15:08:58.229950	data	scale0	-0.0 g	8388633
2018-03-23 15:09:02.291157	data	scale0	41.4 g	8385330
2018-03-23 15:09:06.351177	data	scale0	-0.0 g	8414822
2018-03-23 15:09:10.408566	data	scale0	0.3 g	8388607
2018-03-23 15:09:14.468242	data	scale0	-0.0 g	8807935
2018-03-23 15:09:18.525490	data	scale0	176.6 g	8389017
2018-03-23 15:09:22.585003	data	scale0	-0.0 g	8598310
2018-03-23 15:09:26.643509	data	scale0	0.2 g	8388610
2018-03-23 15:09:30.704855	data	scale0	5.5 g	8389017
2018-03-23 15:09:34.764322	data	scale0	0.0 g	8389426
2018-03-23 15:09:38.824048	data	scale0	11.0 g	8441036
2018-03-23 15:09:42.883346	data	scale0	-0.0 g	8391884
2018-03-23 15:09:46.945691	data	scale0	22.1 g	8385331
2018-03-23 15:09:51.003302	data	scale0	-0.0 g	8401714
2018-03-23 15:09:55.061855	data	scale0	-0.0 g	8388582
2018-03-23 15:09:59.119971	data	scale0	0.3 g	8388633
2018-03-23 15:10:03.178922	data	scale0	-0.0 g	8388610
2018-03-23 15:10:07.236173	data	scale0	11.0 g	8493452
2018-03-23 15:10:11.294601	data	scale0	1.3 g	8441036
2018-03-23 15:10:15.354372	data	scale0	176.6 g	8807986
2018-03-23 15:10:19.412587	data	scale0	-2.7 g	8387789
2018-03-23 15:10:23.475096	data	scale0	-88.3 g	8283750
