2018-03-23 14:56:23.085102	data	scale0	44.2 g	8388608
2018-03-23 14:56:23.092109	data	scale0	-0.2 g	8388608
2018-03-23 14:56:26.762287	data	scale0	22.1 g	8388608
2018-03-23 14:56:30.822670	data	scale0	176.6 g	8401715
2018-03-23 14:56:34.885593	data	scale0	1.4 g	8414822
2018-03-23 14:56:38.944102	data	scale0	1.4 g	8388610
2018-03-23 14:56:43.002638	data	scale0	-0.7 g	8388506
2018-03-23 14:56:47.066253	data	scale0	0.7 g	8388607
2018-03-23 14:56:51.124701	data	scale0	-0.7 g	8388608
2018-03-23 14:56:55.183448	data	scale0	88.3 g	8441036
2018-03-23 14:56:59.249465	data	scale0	-0.0 g	8390244
2018-03-23 14:57:03.309173	data	scale0	-175.3 g	8493465
2018-03-23 14:57:07.372595	data	scale0	-0.0 g	8388608
2018-03-23 14:57:11.429926	data	scale0	-0.0 g	8388608
2018-03-23 14:57:15.489678	data	scale0	0.0 g	8388608
2018-03-23 14:57:19.552706	data	scale0	0.2 g	8388614
2018-03-23 14:57:23.615688	data	scale0	-0.0 g	8395161
2018-03-23 14:57:27.673386	data	scale0	2.8 g	8390246
2018-03-23 14:57:31.732051	data	scale0	0.7 g	8391884
2018-03-23 14:57:35.791746	data	scale0	1.4 g	8598322
2018-03-23 14:57:39.848954	data	scale0	0.0 g	8395161
2018-03-23 14:57:43.908195	data	scale0	0.1 g	8441035
2018-03-23 14:57:47.967184	data	scale0	0.3 g	8493465
2018-03-23 14:57:52.024958	data	scale0	0.7 g	8414822
2018-03-23 14:57:56.083595	data	scale0	0.0 g	8414821
2018-03-23 14:58:00.141171	data	scale0	0.0 g	8401714
2018-03-23 14:58:04.201078	data	scale0	0.3 g	8388606
2018-03-23 14:58:08.258368	data	scale0	-0.0 g	8388658
2018-03-23 14:58:12.316838	data	scale0	88.3 g	8388632
2018-03-23 14:58:16.373041	data	scale0	0.2 g	8395161
2018-03-23 14:58:20.432657	data	scale0	1.4 g	8390245
2018-03-23 14:58:24.491380	data	scale0	-0.0 g	8390246
2018-03-23 14:58:28.549861	data	scale0	-0.0 g	8388658
2018-03-23 14:58:32.609413	data	scale0	-0.7 g	8388658
2018-03-23 14:58:36.669124	data	scale0	-2.8 g	8390246
2018-03-23 14:58:40.727231	data	scale0	0.3 g	8391884
2018-03-23 14:58:44.787742	data	scale0	1.4 g	8388812
2018-03-23 14:58:48.845968	data	scale0	0.0 g	8389426
2018-03-23 14:58:52.904476	data	scale0	0.0 g	8390246
2018-03-23 14:58:56.964458	data	scale0	-2.8 g	8401714
2018-03-23 14:59:01.022701	data	scale0	-2.8 g	8414822
2018-03-23 14:59:05.080487	data	scale0	22.1 g	8493465
2018-03-23 14:59:09.140266	data	scale0	0.1 g	8390246
2018-03-23 14:59:13.199968	data	scale0	0.7 g	8388633
2018-03-23 14:59:17.259740	data	scale0	-352.6 g	8388812
2018-03-23 14:59:21.319718	data	scale0	-176.6 g	8389017
2018-03-23 14:59:25.380971	data	scale0	165.6 g	8388608
2018-03-23 14:59:29.441971	data	scale0	-5.5 g	8598322
2018-03-23 14:59:33.502436	data	scale0	-5.5 g	8598322
2018-03-23 14:59:37.562246	data	scale0	88.3 g	8389017
2018-03-23 14:59:41.623457	data	scale0	-176.6 g	8388658
2018-03-23 14:59:45.678670	data	scale0	-88.3 g	8388607
2018-03-23 14:59:49.743894	data	scale0	-0.0 g	8388710
2018-03-23 14:59:53.803620	data	scale0	0.1 g	8388710
2018-03-23 14:59:57.859043	data	scale0	171.1 g	8493465
2018-03-23 15:00:01.924380	data	scale0	0.2 g	8388658
2018-03-23 15:00:05.985386	data	scale0	0.2 g	8388710
2018-03-23 15:00:10.045124	data	scale0	0.0 g	8388658
2018-03-23 15:00:14.104908	data	scale0	-0.0 g	8388608
2018-03-23 15:00:18.167431	data	scale0	-11.0 g	8388608
2018-03-23 15:00:22.227118	data	scale0	0.0 g	8391884
2018-03-23 15:00:26.289081	data	scale0	-353.3 g	8388812
2018-03-23 15:00:30.348867	data	scale0	176.6 g	8388658
2018-03-23 15:00:34.410857	data	scale0	88.3 g	8388646
2018-03-23 15:00:38.470593	data	scale0	0.0 g	8388620
2018-03-23 15:00:42.531749	data	scale0	165.6 g	8375526
2018-03-23 15:00:46.590351	data	scale0	-0.0 g	8395154
2018-03-23 15:00:50.649720	data	scale0	-22.1 g	8382066
2018-03-23 15:00:54.708557	data	scale0	353.3 g	8388607
2018-03-23 15:00:58.766659	data	scale0	0.0 g	8808031
2018-03-23 15:01:02.826461	data	scale0	-0.0 g	8388607
2018-03-23 15:01:06.886307	data	scale0	342.3 g	8385382
